,f1_score,loss
0,0.3984361298867373,1.3592923705776532
1,0.4466746545111067,1.3001298879583676
2,0.4569262763344486,1.3328430665036042
3,0.48406421797887034,1.402365328123172
4,0.45629544904536984,1.5718515651921432
5,0.5331845472163398,1.5785591726501782
6,0.5446175432246513,1.7168148718774319
7,0.5152231639535839,1.7920662723481655
8,0.5212134775324377,1.872254192829132
9,0.5195531558791812,1.9379308664550383
10,0.5449386934231956,1.9604667828728755
11,0.5459046859858598,1.979032411550482
12,0.5486080913691331,1.9987387626121442
13,0.550819414858907,2.009915584077438
14,0.550819414858907,2.0111074931919575
15,0.5497255469421667,2.012381764128804
16,0.550819414858907,2.014662571872274
17,0.550819414858907,2.0161244105547667
18,0.550819414858907,2.016278345758716
19,0.550819414858907,2.016417760401964
20,0.550819414858907,2.0165577977895737
21,0.550819414858907,2.0167011488229036
22,0.550819414858907,2.0167097418258586
23,0.550819414858907,2.016723315541943
